request type,LIC
4af2df2d3b344fbc87b7ab714f734cff.b55964be59e6474984f557e4c0754b0b,1.0
47c61dc106fe4537b37851383630273f.4dd1ece3227042feb0982cf3e8a83d96,1.0
2f392262967a4988bfbe431075f329f9.184d3cae2c5f41b0839a5d29cdf5a648,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.335bb7c2d3a148478edb4e8c69ef069a,1.0
2f392262967a4988bfbe431075f329f9.5dcbaa6aa31943668b4b5249b43b957e,1.0
3b4424c38fea470389fda1eb4a99d5ed.a1be3ff3fb724b15b4ba421cb3dc150b,1.0
0ea50e90c2fd45a3847eb45c373e95e0.e3cf801cedb14d79834e8a93fb356c76,1.0
c11ca0d7f4454f908fb601a4a1a3c1f0.00d6c01d64da41248a2527c7845c277a,1.0
d404478368d842a4a9a249cfce11815c.568cf21dd20145edb0e22e475969f72d,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.c99da12fc49244ad8ccb984268e9c929,1.0
2f392262967a4988bfbe431075f329f9.68f45ab988bb476a9722f798ee2b1c44,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.d25551fec95646bb92b32aa59be06b85,1.0
3dfd0c327b5d415b8061f0f9e04e01b7.74b76bfac7f44b8f81fb8cce14327950,1.0
67de8301350246c8a6ea999616f4de22.c7d16aabbbea484ea7e028c707611d08,1.0
b86c4cbd26a647f59f2da5dab49adf1a.232538bc1ecc458d8f94860201ca6b78,1.0
ded93a46951a4850856f972c8608ef58.00d6c01d64da41248a2527c7845c277a,1.0
d404478368d842a4a9a249cfce11815c.effaffbbff4a48ffbad88158c3589060,1.0
f44f824bafba4961a53f8383323f910c.d251ccb7ee754ff7ad4107940319e419,1.0
47c61dc106fe4537b37851383630273f.fbb4ae2d50be43ce94f0658ea9ca176b,1.0
47c61dc106fe4537b37851383630273f.95d18359ad2d4ebfb7e85521c938721b,1.0
d3e99c7b9817486b967d67a28ede8014.9457e2d94abf43be9d325b908a8adc1a,1.0
ca0f854c5b65474d9cdfa3c5304272a1.00d6c01d64da41248a2527c7845c277a,1.0
2b842b4d8b2b4436976016193e247cd0.89704099d338429c9445c9b6d719553e,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.5d71385558714d0bb69833dc484a0367,1.0
d3e99c7b9817486b967d67a28ede8014.9256799bd1c546498dc51f56682dc649,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.a4e17d03ba6941e7bcf7b782dd9b561b,1.0
dfb5af40b44047ed83aff7470df3ea34.00d6c01d64da41248a2527c7845c277a,1.0
b2ebd63eb4684f5489fb2bcf07f37960.7cde6da8a415453491978b40b2fe9342,1.0
9d03372d3c094dbea5da413ebe1c3521.79857a0da88e4187a93539de29717e46,1.0
47c61dc106fe4537b37851383630273f.bb94dfbf05e04044ae80f5d2225798b7,1.0
9091db15481d45109ecd42f0f4220dbd.39cb220cfcbd425f9d622c99d0d79609,1.0
d3e99c7b9817486b967d67a28ede8014.00d6c01d64da41248a2527c7845c277a,1.0
a2442895e4f84397adc2795c6a6f22c4.8f3e9f604d2744c1b957f02b5b249d7a,1.0
e4a90a96765540069468eb92f68cabb3.2fad316909db4791b64caa319e4f1628,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.9e1b9af36c324f99b45eae0361a51fe4,1.0
d3e99c7b9817486b967d67a28ede8014.33bd4c05fa914960a4b845dd5386d1da,1.0
5b524c4b43434e2aae91467d466d828c.0887249b1da04a2c939b441e9e81dbec,1.0
856fa0ab2e38414999df460031f379b2.3fd5a62370b54dd2b7dd18e5eb594c00,1.0
47c61dc106fe4537b37851383630273f.2f8eb051e3df45889335cbb2533ad9d4,1.0
02219cb05db64427a8fb59e3ef608844.1de8bd8b41db4cb7a17471a7486534d1,1.0
47c61dc106fe4537b37851383630273f.bebad21abf304e0494141d2dfe42a579,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.809e19f745aa4f6a85afe53ddbab2016,1.0
46d93b84c83d4d32a22913698ca88b95.dd729c046d9143e798a602f0ea4d3e3a,1.0
d42d11960a0742b3a19c0de6c11012c0.79857a0da88e4187a93539de29717e46,1.0
fd07f263e5d14dd4a40709425be19de5.d114bb4fa86d45c0bc4877a1ec0e58e6,1.0
587e47178cc148c485b623bcc914c27c.8366fcfafe9649cb886314e707773090,1.0
02219cb05db64427a8fb59e3ef608844.ddeadbb988674ec7af157262b983f861,1.0
f5bb7db875164788b03321fcf6936395.00d6c01d64da41248a2527c7845c277a,1.0
02219cb05db64427a8fb59e3ef608844.3d417200f95a45b9869eca42359777a9,1.0
47c61dc106fe4537b37851383630273f.593efc0832a849a0b0d9d776d3f7b940,1.0
47c61dc106fe4537b37851383630273f.bbca1097d76448c1a74d1f131fe5bb6a,1.0
84904c05600143b083c52d89872b1f37.302fd61cb9344411b2d04113b3f2df98,1.0
e4a90a96765540069468eb92f68cabb3.de4f6e58a6bb4f4fb4e31eadb65519c1,1.0
9091db15481d45109ecd42f0f4220dbd.67f0b220b11e4b60b08a4dc0793b324e,1.0
0821c105d24a48ebaef19ded2cc1b71c.79857a0da88e4187a93539de29717e46,1.0
47c61dc106fe4537b37851383630273f.a5f05518f7194b19b78d412568a6a3fe,1.0
03b23c40aa9c427b9452087f62bb407f.ad01abc22125473c944fecf0f3400ed7,1.0
bf544761cc0c43a5b5bb9de291b72651.8cfa68ec5e884dd9a35e3bfc523af08e,1.0
587e47178cc148c485b623bcc914c27c.1150db59c8b74db2a81bc2a4d365dedd,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.99a3e1afd0924d248b334b7177051394,1.0
ded93a46951a4850856f972c8608ef58.c212fe897949485981559d32408481b2,1.0
5b524c4b43434e2aae91467d466d828c.8a12dc6a234146d9b10dd4a6671bc25c,1.0
d404478368d842a4a9a249cfce11815c.72a4f8b4ad9a4c44a40baa59831954a2,1.0
5b524c4b43434e2aae91467d466d828c.9241678eccdb45d2bc55b29cb88c573f,1.0
e24afe934f2b471daa9a061f4cafa21b.79857a0da88e4187a93539de29717e46,1.0
fe7084d7e1bb4b3f9d2262dc49c4d21d.079a5b0359ca4c41b09310d1c857abd3,1.0
bd3e2a3a27ff401383c65083c3b948d1.0fbd5ad2ae6a4664a770e3a4e9c6a5d3,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.c288ab0b0aca446b8c275c54702abe21,1.0
47c61dc106fe4537b37851383630273f.7f1ad56b59304c4ba0d65c66542e0d0f,1.0
05f5c709190c44d2b4ccc55a5dbbc87f.79857a0da88e4187a93539de29717e46,1.0
6c7725c67ac3465d885c5d96fcd5bb2e.00d6c01d64da41248a2527c7845c277a,1.0
9091db15481d45109ecd42f0f4220dbd.7999029d70e542e699f8a7ee9ddecddd,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.88f1b256451641a7939d38b84efd5d09,1.0
ded93a46951a4850856f972c8608ef58.6ad9cb70836b4f3b9e28e89c8e97d3cd,1.0
47c61dc106fe4537b37851383630273f.691daed0c91541f09987c80f8e01484d,1.0
d404478368d842a4a9a249cfce11815c.37e445e33a9540399e5a3d593e2d5218,1.0
0ea50e90c2fd45a3847eb45c373e95e0.55a14b86aefa4a0fb1a7a654c16080df,1.0
02219cb05db64427a8fb59e3ef608844.4f3109b1bf4e456c8e8bc509147f6882,1.0
02219cb05db64427a8fb59e3ef608844.d1cde53c97414912b0050e1d49c78ead,1.0
55594061a8f7430fb07fc281cfccc75e.d41f50dc541649e6b608cfb33998446c,1.0
d3e99c7b9817486b967d67a28ede8014.079ea57fb1344abf8744a62fa7bb0c3c,1.0
920c0825a4cb4eaa9c94891e89c843b1.e0d6b21ed06d4533b3378070e017fdb6,1.0
5b524c4b43434e2aae91467d466d828c.f996b201174546339726f0dc46b7da08,1.0
341818b796cc4479a5961da4936fead7.97a3b521296848338cf6ec83a7f50875,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.bfa61eadd3ff4706ad8daa0d40935e91,1.0
c1e55109fee14b3ea7630941c51c5523.b75e79c85c474912a962164ce2533ab3,1.0
d404478368d842a4a9a249cfce11815c.4bd3cab6abed4621beb522b6442abd81,1.0
edacaf9589524b5c9b9b4b35f3c58db6.effb31dd6dc54364bc3f6e8e0d530b5f,1.0
d3e99c7b9817486b967d67a28ede8014.418ba1010dc74a2ca28ed63951d5eec7,1.0
47c61dc106fe4537b37851383630273f.d5f78d68302147bb821610edf376927b,1.0
a7f5f7b57af7461892b84e084927b1dc.79857a0da88e4187a93539de29717e46,1.0
03b23c40aa9c427b9452087f62bb407f.a3fc348f32ef4b7f989acd5e2f3cea2f,1.0
a2442895e4f84397adc2795c6a6f22c4.c83b0c3c297c483eb4f29c0cc938b256,1.0
0ea50e90c2fd45a3847eb45c373e95e0.b780c558d0ed4d84bfd318daf91ceec7,1.0
d404478368d842a4a9a249cfce11815c.06f1c99ee6d04ee59df3e90f580bddc0,1.0
2b842b4d8b2b4436976016193e247cd0.9624eaeba9c645e88815f0b952163973,1.0
5c82ba99fc21483694050844a8649f50.e7e6e9fbc1b04799a6f86cc23c1ff2d4,1.0
7c557c82c3cb4c0ab406a3ee02dd5889.79857a0da88e4187a93539de29717e46,1.0
c1bbabbc18104d6bb4bed576d64632a4.4211ee729ca24d86b433f5e5b2dc8d20,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.6ac5b6fd6bb14e348ac61b2995799b3d,1.0
02219cb05db64427a8fb59e3ef608844.18866b027213438b9c58848894895fca,1.0
4af2df2d3b344fbc87b7ab714f734cff.ffc3cff397e64d1bbbc35678e0b1c63b,1.0
ded93a46951a4850856f972c8608ef58.722d4d344e1e4820b5a263ba636d93e0,1.0
d404478368d842a4a9a249cfce11815c.095bdcb490d94074815939932243b341,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.ba1faad300284654ab9cc06450db0a54,1.0
2d6e7524c05f43f19ca1065d560504a1.effb31dd6dc54364bc3f6e8e0d530b5f,1.0
db0d1cb7b0dc479abaf7dca87c67c7dd.00d6c01d64da41248a2527c7845c277a,1.0
47c61dc106fe4537b37851383630273f.9525e671421447469a2c2007eb59ecea,1.0
cafdc197849145048e7cabbd0a6dcc3e.0634389f70ce4f069b462cb45524e101,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.3eeb349062f944b989bac603989d4462,1.0
47c61dc106fe4537b37851383630273f.81b003e237ef41bbaa0a713adc16c7b2,1.0
ba514596c8bb498ebbdb24e4bfcc66f2.00d6c01d64da41248a2527c7845c277a,1.0
47c61dc106fe4537b37851383630273f.14144908d29e49ccae6a540a6a85f3de,1.0
d404478368d842a4a9a249cfce11815c.6895a9f61ad24b8a88ec3132703a1eb4,1.0
2cbd63aa5dfd4ef2b5eb3938fc288584.c5cc911a4b0f46b2aa28dfae62e79793,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.edddd8ea9aba4a219b193d44a1ecbe42,1.0
b0e696c5b1254727b0836b29b1ddf4b8.00d6c01d64da41248a2527c7845c277a,1.0
55594061a8f7430fb07fc281cfccc75e.c4e2252c99184e1dbb70012d77ad5997,1.0
aacc7bc61d434d57830de4ec1f2128b7.79857a0da88e4187a93539de29717e46,1.0
8a586cbeb4424fd6aaf4cc2b1287bbff.567aad2928584480b17f400181b04c08,1.0
8b817a2624c64b45abfb37c8ef5f1ca3.79857a0da88e4187a93539de29717e46,1.0
d3e99c7b9817486b967d67a28ede8014.89b10b28d6e94031ac792db766b809b4,1.0
a2442895e4f84397adc2795c6a6f22c4.d631b1c6f7444f77abfb94f5202a7562,1.0
02219cb05db64427a8fb59e3ef608844.9db3ab5477c64059843bf31aecece2ea,1.0
620c06189bec46769370afa83e10df2d.00d6c01d64da41248a2527c7845c277a,1.0
9091db15481d45109ecd42f0f4220dbd.463288682f0d418895d3f532d8433c4f,1.0
cafdc197849145048e7cabbd0a6dcc3e.71b6139f7af846528861f378905d32cd,1.0
78aa91bb679544e7bb72c99641939f30.79857a0da88e4187a93539de29717e46,1.0
47c61dc106fe4537b37851383630273f.cb9d439611ac40fabac9ca46319b9712,1.0
9c823e033faf49dea4b849b3a1f8f0d3.00d6c01d64da41248a2527c7845c277a,1.0
47c61dc106fe4537b37851383630273f.3b07e3cb96c54022bb6c9fc1ba1bac40,1.0
d3e99c7b9817486b967d67a28ede8014.4e117ff46e98492792683cfd401f108b,1.0
9091db15481d45109ecd42f0f4220dbd.4916c2fdb99646e28ed3e25a9162f7ea,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.f275c477a853423595759b2f20b737f7,1.0
4af2df2d3b344fbc87b7ab714f734cff.bfa7665565ea42baabb27b1ce09bacf4,1.0
87173eaeeba64e47888e2a9b564893ce.9e0642f53083417eab944e6b4d3f0b69,1.0
228cbf320bf74d88a1839080a9a80e79.5e739ca77db94d41a734f8f143cdf9d6,1.0
47c61dc106fe4537b37851383630273f.7fd5b1bf5182492ca52142aad416f917,1.0
47c61dc106fe4537b37851383630273f.f4293e52cb2f4525a028e77fab73d7f5,1.0
d3e99c7b9817486b967d67a28ede8014.5a952cba7cb848338644f56400ea49a2,1.0
475a25fd5bcc469fa51e3b4ff41598cf.42364a3edc104d9c83b4c5fe2974bb74,1.0
1bb1c46777c54946a21715006ebd7212.92d1930f7709448e9ae4641def845c63,1.0
47c61dc106fe4537b37851383630273f.da1502b9b066420096866c0c0e44a984,1.0
47c61dc106fe4537b37851383630273f.47354678dfcf47c383978febce2a546e,1.0
5da5fb2eff134213938fa7950dcf4198.111003c27a2046eea7c7756292872063,1.0
50ccb00d91174d3bbce09588faae76b1.00d6c01d64da41248a2527c7845c277a,1.0
d3e99c7b9817486b967d67a28ede8014.3f827c64447549389ed2a10aebebc15b,1.0
d404478368d842a4a9a249cfce11815c.13712750d5ed46a589d18f9dbc7098f2,1.0
d404478368d842a4a9a249cfce11815c.e072ffae414140daade1ffdf1a6c2ed2,1.0
4ecafd370ce14905997184589c083233.14ab7eed986647028477b9d013f6e33c,1.0
02219cb05db64427a8fb59e3ef608844.dc3f8994a02943db983ecd3c45f9cba6,1.0
47c61dc106fe4537b37851383630273f.f0be124f6b7e4bb999f445e8ed2d320f,1.0
3e375d8ff13246daaf0540da6e7cd404.450f72aa7ac946b3b999dac47ce21ee5,1.0
09414dac5e1f406aba7afa3a9cda3df6.52bcc3b9c35348f2956809a5b26f27ff,1.0
c1e55109fee14b3ea7630941c51c5523.3f6289c3fe3b434bb654cfe947bb12a6,1.0
02219cb05db64427a8fb59e3ef608844.7efd4d8994b6480e83064124e28e192d,1.0
c5bdafe65c174609905858c3efab2dfd.d55ec9a2ce624195809b81722ed59df1,1.0
83275199d89e4ab28e185a2704d0e137.00d6c01d64da41248a2527c7845c277a,1.0
3b4424c38fea470389fda1eb4a99d5ed.1b9823fa5b814628a9180d8cc04066e8,1.0
3c7568147621435481c85f6f31dcfdaa.effb31dd6dc54364bc3f6e8e0d530b5f,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.5e3e75061650499084b832927e617eb5,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.5512d52a050745f58e0067966879631b,1.0
2d98837c77b544df8a6b41e4ce7f75b2.79857a0da88e4187a93539de29717e46,1.0
4af2df2d3b344fbc87b7ab714f734cff.de7152c9eaeb474f9db8b6c7ea13378d,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.959c5d532ae54e43aac2ef6467b83688,1.0
02219cb05db64427a8fb59e3ef608844.11fdf4cdff9749a5b9cb270ee4f35be4,1.0
55594061a8f7430fb07fc281cfccc75e.7c5c62d620b94b849bad4c86768596d2,1.0
d3e99c7b9817486b967d67a28ede8014.e3585950a35f409085232b9e4f509867,1.0
d3e99c7b9817486b967d67a28ede8014.2f0dda5f84b2440eb636c91e37fd0942,1.0
d3e99c7b9817486b967d67a28ede8014.eb81f313a0c74b56947dcd4347227fd7,1.0
3094827e1d0e426aad889254934410b4.1f574f4d5ce04d3ab01c21b535febcc8,1.0
47c61dc106fe4537b37851383630273f.7fb0ffeadcc94d0cbc1cfd319f6442f8,1.0
fe65c06fabab47be9d053afcd7fcd3a9.00d6c01d64da41248a2527c7845c277a,1.0
2b842b4d8b2b4436976016193e247cd0.8547a470062f42c09874db6c820b3f36,1.0
d3e99c7b9817486b967d67a28ede8014.c42693fdd115416bb1946beb5f758bcb,1.0
02219cb05db64427a8fb59e3ef608844.b71b354c79ac4b36947fc474615af021,1.0
c1e55109fee14b3ea7630941c51c5523.737bf08660c549e48e5d01a9a6092a34,1.0
02219cb05db64427a8fb59e3ef608844.c2d55ee62b5c46a0b97b59262b4625ae,1.0
d404478368d842a4a9a249cfce11815c.89f571e1646e4999978356465ab081b6,1.0
9091db15481d45109ecd42f0f4220dbd.dd93ce37818d4f819dd37233a9dd7a79,1.0
55594061a8f7430fb07fc281cfccc75e.041b7856871f4161913212dd2e897ade,1.0
46d93b84c83d4d32a22913698ca88b95.6a1876537c7d4b679ce19d1913116b98,1.0
d3e99c7b9817486b967d67a28ede8014.b9cfb0a74eb3495dafdda968ca6d023d,1.0
02219cb05db64427a8fb59e3ef608844.cf2a9826efe1470fad35302c165ddfec,1.0
d3e99c7b9817486b967d67a28ede8014.a5ea77c932644f8ab5d67bd1958d27e0,1.0
02219cb05db64427a8fb59e3ef608844.8b3a40ee36b74ac98a71968fc05b6b1d,1.0
d3e99c7b9817486b967d67a28ede8014.c048935e92364494b911761244809e0f,1.0
46d93b84c83d4d32a22913698ca88b95.7789e53f55504d7b80880ac4ce473ade,1.0
02219cb05db64427a8fb59e3ef608844.0478ce826d064379add072ddce759233,1.0
d404478368d842a4a9a249cfce11815c.b37c9dfaf4024039ac63ce2d5748eb47,1.0
02219cb05db64427a8fb59e3ef608844.6eff75c189704656b88b32006e5e9bd7,1.0
d404478368d842a4a9a249cfce11815c.6d2ba795111348718e62f3e4699b65fe,1.0
03b23c40aa9c427b9452087f62bb407f.d8223c6131174689a84c75e3a543edf2,1.0
d404478368d842a4a9a249cfce11815c.f9bc81a4797e453eb2a341bc8a76a49f,1.0
d3e99c7b9817486b967d67a28ede8014.744838907d8a4956a8ca0eff595de803,1.0
46d93b84c83d4d32a22913698ca88b95.4602d3f4e86242ecb7a1375e95c12007,1.0
920c0825a4cb4eaa9c94891e89c843b1.908abc1b34ee4cff9bbb7fa52e08df60,1.0
02219cb05db64427a8fb59e3ef608844.ace14027c6af4edba954eab235b7dbf2,1.0
02219cb05db64427a8fb59e3ef608844.d5d58aa63701431cadda47ea1a546132,1.0
d3e99c7b9817486b967d67a28ede8014.a9ee810540004f32934054a40cd640f6,1.0
d3e99c7b9817486b967d67a28ede8014.d6e0369dabbb4e299b38fcbc6b0d3c4e,1.0
f7f899ec759045ddaa5c8ba5c4a798a1.66e3e249c0294b998f82230f64c3a41e,1.0
be29b43acb1d43a1846b7137ca7574f4.00d6c01d64da41248a2527c7845c277a,1.0
a2442895e4f84397adc2795c6a6f22c4.3d919a9234644ead9606f1204a6728d7,1.0
d404478368d842a4a9a249cfce11815c.12bd6887e3e74ce5920f1a589333d861,1.0
02219cb05db64427a8fb59e3ef608844.e838866638cf45efbe988e2ec5aca8f7,1.0
d3e99c7b9817486b967d67a28ede8014.3fcba6413ff5456db7e731d973ad2eab,1.0
47c61dc106fe4537b37851383630273f.9e9d4e1bc8bb45129ec6174ebbac64af,1.0
d3e99c7b9817486b967d67a28ede8014.dee3d2e7fceb4ae1bb09bf6db7b986d5,1.0
47c61dc106fe4537b37851383630273f.0abac3250ca64aff9a2367c718bb7b1d,1.0
67de8301350246c8a6ea999616f4de22.c6111179304c49eca8677938e19f3d62,1.0
3ee9bbfcf3e3421c91665f23c908ec24.559ef4ce522a4e95a2b2e887e13f7e86,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.00d6c01d64da41248a2527c7845c277a,1.0
47c61dc106fe4537b37851383630273f.c1a1dbcb7dc149e3abb9409ee43f7e45,1.0
a2442895e4f84397adc2795c6a6f22c4.00d6c01d64da41248a2527c7845c277a,1.0
02219cb05db64427a8fb59e3ef608844.a0d67d166d1c461199124bfa88300a9a,1.0
ded93a46951a4850856f972c8608ef58.b8e35e29a7844c39be49eb3f80ea7f92,1.0
2d6e7524c05f43f19ca1065d560504a1.00d6c01d64da41248a2527c7845c277a,1.0
47c61dc106fe4537b37851383630273f.61cd5624b8384e84b177649ce81e6c3c,2.0
9091db15481d45109ecd42f0f4220dbd.a3386db03b554119984514fa9d3ad0d0,2.0
9091db15481d45109ecd42f0f4220dbd.47069c3b89cf4512a95dd13edf35f4a8,2.0
8f9ea551a5ad4235849450e7ca2e2fae.5c6865a882354d28a72ef1244f916585,2.0
55594061a8f7430fb07fc281cfccc75e.44eff2da03db41189d513e6d535550e7,2.0
85c7cb05d4ce4829800a722324315a6b.cc015d24f4ac4286bd4a8ce02d0cebca,2.0
65a5ebf524084d6cb2d0dba1afb576f0.a42610baf5b044dbba10a5738cd872b1,2.0
6c9d6ae665fb467ea970833c5c075714.759b8b55a85b4dc9a1aa0da70cc82cb2,2.0
dd458d084efe409b91dd8c39ec4254f2.6a234e538bef4f97a1fcc97c6e19ce85,2.0
9091db15481d45109ecd42f0f4220dbd.320f5d3b6a4d46abbfe32047257f6868,2.0
47c61dc106fe4537b37851383630273f.49d7f6f25367442ca2cae5041dd84949,2.0
9091db15481d45109ecd42f0f4220dbd.62a035a854494c3e940fd4b251a7a650,2.0
15b50df9cd7d43799bb26d8c42263862.04493de3d678490b9a17df2956671ec4,2.0
4a25eb71535f4bdf8fecef61b37f8efd.e73a69fc84264a8b9b0410884e157d98,2.0
6381a1fbc6fe41bb80a73acf35fe0e95.b26459613b9a4437b0ebc60856be7b1a,2.0
85c7cb05d4ce4829800a722324315a6b.933c2defe915498aba5106f25be38d38,2.0
4a25eb71535f4bdf8fecef61b37f8efd.612880e5589e4b51b425300b5d231edf,2.0
65a5ebf524084d6cb2d0dba1afb576f0.2a7ab130ccf64d34a2763070020a4d0a,2.0
85c7cb05d4ce4829800a722324315a6b.e24fa7cd294549ee85adc93c61f9ab18,2.0
4fef811a5657428a9aaa39da97728b54.6ad84250044547638998202e39bd6584,2.0
f30f6b8cf4d24be4bc86c86ee25f0462.4abbb43d2ccc436b86f31af7b115871c,2.0
47c61dc106fe4537b37851383630273f.33d8143b7c4949bf983b89aadb2e4335,2.0
85c7cb05d4ce4829800a722324315a6b.9ca098ef068544fb82c14d20187f2da0,2.0
9091db15481d45109ecd42f0f4220dbd.6cb4abe52a0541d0bfb33bf257245364,2.0
85c7cb05d4ce4829800a722324315a6b.a37dc89559a647aebc29f566bbdaa4c4,2.0
a1052bdec5da409881412df86c8b6ae2.73ef3418ff2b40d7a4590a002f659802,2.0
85c7cb05d4ce4829800a722324315a6b.1e90540f0b164db6ad292a8ffee15637,2.0
47c61dc106fe4537b37851383630273f.39048b2d46b04919a752be0863a4fb13,2.0
15b50df9cd7d43799bb26d8c42263862.207e85d4316c47ae823b520e9617a0b1,2.0
85c7cb05d4ce4829800a722324315a6b.49d48283c0084b3eb24420f1ecae0fc8,2.0
dd458d084efe409b91dd8c39ec4254f2.757e3c7c2ce94cb5ba2fc4f5165b33f4,304178780308
4a25eb71535f4bdf8fecef61b37f8efd.31bb08822ace43fbb7487aa86fe40019,2.0
85c7cb05d4ce4829800a722324315a6b.899546082cd0464382e3b78a585856de,2.0
85c7cb05d4ce4829800a722324315a6b.544f0d3b2bdc477da8b2efea2344d88b,2.0
9091db15481d45109ecd42f0f4220dbd.b7136b44a577455fa3b86a7485e59996,2.0
4a25eb71535f4bdf8fecef61b37f8efd.bd81a4f94b70419bb9c58f5e3bc778be,2.0
85c7cb05d4ce4829800a722324315a6b.9b01ee7f62bd46fe9e2ab5ee529beca6,2.0
aa93520d6de543698eb87cce83d277ed.fd72fe64159d42ce9597e978e8649063,2.0
9091db15481d45109ecd42f0f4220dbd.975ae464d39140b9a991712ebab40c7a,2.0
65a5ebf524084d6cb2d0dba1afb576f0.39af17cd07cb4afcbf3e1bf3e21d105e,2.0
85c7cb05d4ce4829800a722324315a6b.15135fa001fb41978af0c23725e0dc93,2.0
6c9d6ae665fb467ea970833c5c075714.b357b18141c34b0a839f8882fab2ad75,2.0
55594061a8f7430fb07fc281cfccc75e.d60674fc9c724d94ba0435555991487b,2.0
9091db15481d45109ecd42f0f4220dbd.e6b74ddafc84412e94724d4840fa8d54,2.0
85c7cb05d4ce4829800a722324315a6b.773ec0e68cee4ecfb90186940eab0e55,2.0
e4a90a96765540069468eb92f68cabb3.56ea9451851d4fb6a1e5954d33d0a449,2.0
6c9d6ae665fb467ea970833c5c075714.5aa7d521b0fd43b4837ef943bf0b7994,2.0
9091db15481d45109ecd42f0f4220dbd.cebd50172c7b4103bce1e2467a0ed43d,2.0
9091db15481d45109ecd42f0f4220dbd.3344918d4f1c490c971fd4cea7e8815d,2.0
0358d1ebf1e0471f93e137ca5922b852.39af17cd07cb4afcbf3e1bf3e21d105e,2.0
97e45bd8772247c498b430d83822982a.fb50f15a5e5440b8a0eb0b75ba8a7f02,2.0
3e375d8ff13246daaf0540da6e7cd404.df37f4937642489d90b620e3ead15e79,2.0
9091db15481d45109ecd42f0f4220dbd.f2d0d73e7fce408399c100fc23378e0c,2.0
263b10746f204d81b5ad6515f43a6148.0680c99624b046ac91012686e098b4aa,2.0
4fef811a5657428a9aaa39da97728b54.0103f1b77c23474c922fdca7f8fb4a87,2.0
f30f6b8cf4d24be4bc86c86ee25f0462.c07fa4dda4e047c992e4c42abfbb5a7c,2.0
85c7cb05d4ce4829800a722324315a6b.9092512d720a492ab06bce7ab5365670,2.0
f44f824bafba4961a53f8383323f910c.abb7423df4e34fdc94ad126eeba43c5e,2.0
4a25eb71535f4bdf8fecef61b37f8efd.dd54595dcb6949a7b133ce80ce1ee8db,2.0
4a25eb71535f4bdf8fecef61b37f8efd.8ed9caee4fe8460bafc78a55aa371e4f,2.0
65a5ebf524084d6cb2d0dba1afb576f0.51fcd37df1474f70a5f2a63ffa6ec4d3,2.0
0ea50e90c2fd45a3847eb45c373e95e0.f326b34657c84626892e5a31010af232,2.0
4a25eb71535f4bdf8fecef61b37f8efd.cc3867e688b34af8a85d01ee7dfd4bd6,2.0
55594061a8f7430fb07fc281cfccc75e.8cf9dcd53ab74478a02ee4508b924b82,2.0
263b10746f204d81b5ad6515f43a6148.fc5e4923afc1452eb716f25501b980ff,2.0
47c61dc106fe4537b37851383630273f.e1f6b4e9f1b049d9a772222816fc208a,2.0
47c61dc106fe4537b37851383630273f.7f51729f77f446fb80e89a49c2481ca8,2.0
9091db15481d45109ecd42f0f4220dbd.67168fca543c40d1b253975160bedb67,2.0
4a25eb71535f4bdf8fecef61b37f8efd.abbba037fa50479fa03e79e346abb179,2.0
4a25eb71535f4bdf8fecef61b37f8efd.fd72fe64159d42ce9597e978e8649063,2.0
9091db15481d45109ecd42f0f4220dbd.12a83fbdffd44fd1b38e185db3987cb5,2.0
4fef811a5657428a9aaa39da97728b54.91d4a21511a34a40ac9ce5702d1819c1,2.0
263b10746f204d81b5ad6515f43a6148.83c14b1799994d9fb794665a4c47a09e,2.0
15b50df9cd7d43799bb26d8c42263862.40dfad19c5c14c12ad3e5355ddaf71ef,2.0
9091db15481d45109ecd42f0f4220dbd.430035a1a527410a9e162389969bf64c,2.0
4a25eb71535f4bdf8fecef61b37f8efd.6553516432af465aa7b241c26c3b60c7,2.0
fe7084d7e1bb4b3f9d2262dc49c4d21d.1641bcbd0a5745249fcc103923f7f658,2.0
15b50df9cd7d43799bb26d8c42263862.e5224575b308433bb3f68f00ee0eae50,2.0
0ea50e90c2fd45a3847eb45c373e95e0.ab81c5ee4dd34a69ba1819e43f7b573a,2.0
67de8301350246c8a6ea999616f4de22.00053f4629944d43932c19d89162000a,2.0
