request type,RIN
0a29a293ae7f43e6a5678bfe2a6274ad.6b41c1b9839f4666ac5df0ee43882563,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.7ba923e744534f6ba6a8cd6333fbe852,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.32baaa469c7f4bb78733e513cea2d1b1,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.767620685f8040b9b9ea294563a1b799,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.c69ed6acded9439585fd8514808742a1,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.853e7a736e2e4ace9f7ced9effb1e101,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.4dcc75df888c4da592784bf6e79fde4b,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.1bb5c35d34c44a039532dea5fd1c5e56,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.98c1bfe67f1441dab9f5b51c44107aba,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.adcc97a50ccf4c7a8b0330ab2abf95ee,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.02640eadfc604aa6976442bc7c95591b,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.3ff045d5216246c5927af244dbd34ea8,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.ea298c4ebd434cebb8ae7043eab2153f,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.f3ff08fa56f64b74b5d98eb46006b127,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.edfa22d7245b485784b68fbf8b78fab3,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.29a3ddea188b4e73963757aad07183f3,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.a7cd1f8cc3784f5c8a9ddd1c1fa1d20c,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.4f79619d0fa544b1ab822f203f3270c9,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.5b6e24234b0a4c12b70d1e7a0431e2a8,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.49cbc0de5e174037af8ce841401c511b,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.a89172fc7171471aa2ee246052343e09,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.d6d9f0f7aabf4955b29c814adc4248dc,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.45d1f20a78a04f8db6263f0662220eb0,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.ac0ac2317cc74bd894f34761979de043,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.3e91c2815b4a4884869eef159899b541,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.da940decc550491095b74eb8f6e1f114,3.0
da489fae8b0e4b97bcc05a002a69b0d7.040583e933ac455eb01a68bcbc09121b,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.2b4ef167d68e477586e0f6022ae5b600,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.3de1790286ea4e4ca4d4287626e3de97,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.5de10e878859434b9527f1cea1c3ab21,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.831445fcefc9448fa9ecfb5c63cf19bf,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.336675b82a454b658b2ff177551693be,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.64e87f1ad34a4cd693f405a7bf5aadf9,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.28b34f709e1342cc9506ad792ef7b9db,3.0
423d8562e18e4da8b8bc44a817e759c2.3ad1afe6c9b749f390af9eaf05cf8408,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.7c68d19721ee4b1ab2945fa8685daa36,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.21ce0b58ce4b433387a84916f2b0eb9d,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.9b6d7a3138e649c1b22875604b5d98ec,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.ba6f5c270ede458f86c3df0a3756f3b0,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.c461f4125c954b798c1a389d689a012e,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.f2a840c4493346c78384163801616d1a,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.a78607511a6147c2bcedb4e0bd42236f,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.bda70661d96a41d69f7ba4e1a2947f34,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.5bbe37ff1c2646edbb94ba292ee574b7,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.de09507483854aae8a4628066de6ca30,3.0
1a7d6dc174ad45469048cbd580c67e36.e405404ca2b241258dd49560e1fea607,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.85ca3838e9e944a3b725923655f54241,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.b195d909f2184b7dbf503dbe2042d5a9,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.84e1fe9d3b8f4fbe9e81f5a2b500450d,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.3d69db5d0d50458b91b58d783bef11e2,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.a89f45786bb24256a1e9530216fd8972,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.5715aca64f264584910d283d9e2586ee,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.c11f723bc9f74784b8ec8658da5eb72f,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.50b1c896c8224ba7bfb7b8d192bf16a3,3.0
423d8562e18e4da8b8bc44a817e759c2.011b4946c8d94922a81cc307874e03df,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.fea5436266be4cf4a743684337b0c7e9,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.75db0af6195f4f45b3cca2b11f031c05,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.5927eeaf8e9c4083ad79a36416e970bc,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.f12acce1cabb4e9f809e404f3a4e126b,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.d53fbace00f64357b8e0ccae8e165035,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.b09f223c3f2a4391a0e1f3a90a2e0385,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.6f48cdb81eca43ee9e8b6ec1870b6379,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.c4b43f2a1fb743d7bb5f52834b988588,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.b14b69a5096b4bfd97e7b7b56a43c326,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.a720725686aa470fafd7e81733c5c5f9,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.8ec0960f9d23479385f11d224d7cf647,3.0
83e5b60efe91477fa5f767cdf30c4c01.07192a412da441ec92e9cd5cbb111ee3,3.0
23c23190cd4a4226a647a2f53b6ae45d.909ead5213d945da99c9ae4a085f67b8,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.212cd5e0834642249830b481fe3ac8a2,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.5854f9940ec54ddfb073b9691b4ad952,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.0e06c61b532c4ec0b4dd931ee766101f,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.98c6bdfe31b54d5e9876da398e73c9e4,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.0d6e2214bbc94b4099ecf10344d50cc8,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.4b7b700d870043ba8c8684252376b2f7,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.40aa5dbe94a6401fb58503484e9ea712,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.490dc1023d5443fc9a9e965271ae6b8c,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.2b961f92d4d340488f0b275b692a3ba5,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.57a836ebf8c44baa834cd807aeb5d1dd,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.456eb95fef80450da8ccb2dbdce3ceb0,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.1f7b5bfdf3df438fbd885c8a780d4a8a,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.dde23dede7cd470ca07b6253676de769,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.bdb95a078f0d484394cf806e464159f6,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.51879b99f19d472bad328beb878bdfed,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.401aad9012e24d879ef601c5b1cf6642,3.0
506b7918bbe84430b9dd21ddf446aa32.07192a412da441ec92e9cd5cbb111ee3,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.24547918992b4159a6d08006c6a297e6,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.0ea73457a75641e7a8fc9cda5460ee73,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.8a2d2b6d513f488d9f0e49b62ae90dec,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.c61e835da75a42d5b891dc35b762c435,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.81af7423dc9d430c8a54a53bffabe131,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.bb44880e00894385a76b281fc1f87846,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.c277501b27514308b7168fd5f8548595,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.b0660db1130940869f3a29e0c6c093bc,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.c413a6b096364bd788043f63e4073050,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.0b1340678afc49c2ac12d67aa29f0c48,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.006ac0d4793b476b8c1ce3f8b72d554c,4.0
0a29a293ae7f43e6a5678bfe2a6274ad.c9fe3dd5d3f84bdb92b134e46ce26d96,4.0
0a29a293ae7f43e6a5678bfe2a6274ad.3ebc28f400654498b0f606c93f432ace,4.0
0a29a293ae7f43e6a5678bfe2a6274ad.b7c5013cb8a44da1af543d695de5c791,4.0
0a29a293ae7f43e6a5678bfe2a6274ad.cd3ccd0bda00499aae336adb1670d2ab,4.0
0a29a293ae7f43e6a5678bfe2a6274ad.4e4b890127324fcc83bca954bf371c23,4.0
0a29a293ae7f43e6a5678bfe2a6274ad.23ab4ba00068482cb0877ceee0f37f7a,4.0
0a29a293ae7f43e6a5678bfe2a6274ad.13575a71a6b4404896c366392e698da4,4.0
0a29a293ae7f43e6a5678bfe2a6274ad.07192a412da441ec92e9cd5cbb111ee3,4.0
4ad89a85e6df4c68b5895450f7bd2686.b1d83bfae9f14fd5ac55100e70e894a7,5.0
0a29a293ae7f43e6a5678bfe2a6274ad.46e52119ebda468884c95f45b97e5f7a,5.0
7448396e800b48649223d2e4798e03e6.88da1d6b97d846f7be22b8aa86ba2048,5.0
0a29a293ae7f43e6a5678bfe2a6274ad.8e237bc408e14796b50dec211544cf95,6.0
0a29a293ae7f43e6a5678bfe2a6274ad.3e7d3abd379c4fe19ce2b3b1acead582,7.0
558ad86b82ac47818878f0a45f0fb642.1b3484fa780b4d86a5432d3c3315f3ad,7.0
7448396e800b48649223d2e4798e03e6.884ad1afdd844fd4b7f87af88ffba034,7.0
0a29a293ae7f43e6a5678bfe2a6274ad.c07f89a619bd4a1f8e1d00235692d45c,7.0
12867b57696747a5bbe84751650fba14.ec8ab3b7a12d4726b50e73ab3200b66c,9.0
0a29a293ae7f43e6a5678bfe2a6274ad.3f65698ab0094876a0d89e40c50c4360,9.0
0a29a293ae7f43e6a5678bfe2a6274ad.07ac1f86ded349b4a01c47e25b5ad482,9.0
0a29a293ae7f43e6a5678bfe2a6274ad.45bf22f7b75c45e58aa40f53c03eea13,10.0
